Hugo_Symbol	Entrez_Gene_Id	GrCh37_Isoform	GrCh37_RefSeq	GrCh38_Isoform	GrCh38_RefSeq	# of occurrence within resources (column d_J)	OncoKB_Annotated	Is_Oncogene	Is_Tumor_Suppressor_Gene	Msk_Impact	Msk_Heme	Foundation_One	Foundation_One_Heme	Vogelstein	Sanger_Cgc(05/30/2017)	Tier_CGC(v.92)	In_CGC(v.92)	Role_In_Cancer_CGC(v.92)	In_CIViC(08_21)	Description_CIViC(08_21)	Inclusion_Level
H3C6	8353	ENST00000360408	NM_003532.2	ENST00000634733	NM_003532.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C7	8968	ENST00000446824	NM_021018.2	ENST00000618052	NM_021018.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C8	8355	ENST00000305910	NM_003534.2	ENST00000614378	NM_003534.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
HDAC4	9759	ENST00000345617	NM_006037.3	ENST00000345617	NM_006037.3	3.0	Yes	Yes	Yes	No	Yes	No	Yes	No	No		No		No		2.0
HDAC7	51564	ENST00000427332	XM_011538481.1	ENST00000427332	XM_011538481.1	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
HIF1A	3091	ENST00000337138	NM_001530.3	ENST00000337138	NM_001530.3	3.0	Yes	Yes	No	No	Yes	No	No	No	Yes	1.0	Yes	oncogene	Yes		1.0
HLA-B	3106	ENST00000412585	NM_005514.6	ENST00000412585	NM_005514.6	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
HOXB13	10481	ENST00000290295	NM_006361.5	ENST00000290295	NM_006361.5	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No		No		Yes		2.0
ICOSLG	23308	ENST00000407780	NM_015259.4	ENST00000407780	NM_015259.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
IFNGR1	3459	ENST00000367739	NM_000416.2	ENST00000367739	NM_000416.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
IGF1	3479	ENST00000307046	NM_001111285.1	ENST00000307046	NM_001111285.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
IGF2	3481	ENST00000434045	NM_001127598.1	ENST00000434045	NM_001127598.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
IKZF3	22806	ENST00000346872	NM_012481.4	ENST00000346872	NM_012481.4	3.0	Yes	Yes	Yes	No	Yes	No	Yes	No	No		No		No		2.0
IL10	3586	ENST00000423557	NM_000572.2	ENST00000423557	NM_000572.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
INHA	3623	ENST00000243786	NM_002191.3	ENST00000243786	NM_002191.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
INPP4A	3631	ENST00000074304	NM_001134224.1	ENST00000074304	NM_001134224.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
INPPL1	3636	ENST00000298229	NM_001567.3	ENST00000298229	NM_001567.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
INSR	3643	ENST00000302850	NM_000208.2	ENST00000302850	NM_000208.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
IRF1	3659	ENST00000245414	NM_002198.2	ENST00000245414	NM_002198.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
IRF8	3394	ENST00000268638	NM_002163.2	ENST00000268638	NM_002163.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
IRS1	3667	ENST00000305123	NM_005544.2	ENST00000305123	NM_005544.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
JARID2	3720	ENST00000341776	NM_004973.3	ENST00000341776	NM_004973.3	3.0	Yes	Yes	Yes	No	Yes	No	Yes	No	No		No		No		2.0
KAT6A	7994	ENST00000265713	NM_006766.4	ENST00000265713	NM_006766.4	3.0	Yes	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
KMT2B	9757	ENST00000222270	NM_014727.1	ENST00000420124	NM_014727.1	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
KMT5A	387893	ENST00000330479	NM_020382.3	ENST00000402868	NM_020382.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
KNSTRN	90417	ENST00000249776	NM_033286.3	ENST00000249776	NM_033286.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No	2.0	Yes	oncogene	No		1.0
LCK	3932	ENST00000336890	NM_001042771.2	ENST00000336890	NM_001042771.2	3.0	Yes	Yes	No	No	Yes	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
LMO2	4005	ENST00000395833	NM_001142315.1	ENST00000395833	NM_001142315.1	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
LZTR1	8216	ENST00000215739	NM_006767.3	ENST00000646124	NM_006767.3	3.0	Yes	No	Yes	Yes	No	No	No	No	Yes	1.0	Yes	TSG	Yes		1.0
MAFB	9935	ENST00000373313	NM_005461.4	ENST00000373313	NM_005461.4	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
MAPK3	5595	ENST00000263025	NM_002746.2	ENST00000263025	NM_002746.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
MAPKAP1	79109	ENST00000265960	NM_001006617.1	ENST00000265960	NM_001006617.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
MDC1	9656	ENST00000376406	NM_014641.2	ENST00000376406	NM_014641.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
MECOM	2122	ENST00000468789	NM_001105078.3	ENST00000468789	NM_001105078.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
MGA	23269	ENST00000219905	NM_001164273.1	ENST00000219905	NM_001164273.1	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
MLLT10	8028	ENST00000307729	NM_001195626.1	ENST00000307729	NM_001195626.1	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
MSI1	4440	ENST00000257552	NM_002442.3	ENST00000257552	NM_002442.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
MST1	4485	ENST00000449682	NM_020998.3	ENST00000449682	NM_020998.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
MTAP	4507	ENST00000380172	NM_002451.3	ENST00000644715	NM_002451.3	3.0	Yes	No	Yes	Yes	No	Yes	No	No	No		No		Yes		2.0
MYB	4602					3.0	No	No	No	No	No	Yes	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
NCOA3	8202	ENST00000371998	NM_181659.2	ENST00000371998	NM_181659.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
NCSTN	23385	ENST00000294785	NM_015331.2	ENST00000294785	NM_015331.2	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
NEGR1	257194	ENST00000357731	NM_173808.2	ENST00000357731	NM_173808.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
NKX3-1	4824	ENST00000380871	NM_006167.3	ENST00000380871	NM_006167.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
NOTCH4	4855	ENST00000375023	NM_004557.3	ENST00000375023	NM_004557.3	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No		No		No		2.0
NR4A3	8013	ENST00000395097	NM_006981.3	ENST00000395097	NM_006981.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
NTHL1	4913	ENST00000219066	NM_002528.5	ENST00000219066	NM_002528.5	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	2.0	Yes	TSG	No		1.0
NUF2	83540	ENST00000271452	NM_031423.3	ENST00000271452	NM_031423.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
NUP98	4928	ENST00000359171	XM_005252950.1	ENST00000355260	XM_005252950.1	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
NUTM1	256646	ENST00000333756	XM_011521429.1	ENST00000333756	XM_011521429.1	3.0	Yes	No	No	No	No	Yes	No	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
PAK1	5058	ENST00000356341	NM_002576.4	ENST00000356341	NM_002576.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
PAK5	57144	ENST00000353224	NM_177990.2	ENST00000353224	NM_177990.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
PCBP1	5093	ENST00000303577	NM_006196.3	ENST00000303577	NM_006196.3	3.0	Yes	No	No	No	Yes	No	Yes	No	No	2.0	Yes		No		1.0
PDGFB	5155	ENST00000331163	NM_002608.2	ENST00000331163	NM_002608.2	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
PDPK1	5170	ENST00000342085	NM_002613.4	ENST00000342085	NM_002613.4	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PGR	5241	ENST00000325455	NM_000926.4	ENST00000325455	NM_000926.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
PIK3C3	5289	ENST00000262039	NM_002647.2	ENST00000262039	NM_002647.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PIK3CD	5293	ENST00000377346	NM_005026.3	ENST00000377346	NM_005026.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
PIK3R3	8503	ENST00000262741	NM_003629.3	ENST00000262741	NM_003629.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
PLCG1	5335	ENST00000373271	NM_182811.1	ENST00000373271	NM_182811.1	3.0	Yes	Yes	No	No	Yes	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
PLK2	10769	ENST00000274289	NM_006622.3	ENST00000274289	NM_006622.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PMAIP1	5366	ENST00000316660	NM_021127.2	ENST00000316660	NM_021127.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
PMS1	5378	ENST00000441310	NM_000534.4	ENST00000441310	NM_000534.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	2.0	Yes		No		1.0
PNRC1	10957	ENST00000336032	NM_006813.2	ENST00000336032	NM_006813.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PPP4R2	151987	ENST00000356692	NM_174907.2	ENST00000356692	NM_174907.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PRDM14	63978	ENST00000276594	NM_024504.3	ENST00000276594	NM_024504.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PRKD1	5587	ENST00000331968	NM_002742.2	ENST00000331968	NM_002742.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PTP4A1	7803	ENST00000370651	NM_003463.4	ENST00000626021	NM_003463.4	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
PTPN2	5771	ENST00000309660	NM_002828.3	ENST00000309660	NM_002828.3	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
PTPRD	5789	ENST00000356435	NM_002839.3	ENST00000356435	NM_002839.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	2.0	Yes	TSG	Yes		1.0
PTPRS	5802	ENST00000357368	NM_002850.3	ENST00000587303	NM_002850.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
RAB35	11021	ENST00000229340	NM_006861.6	ENST00000229340	NM_006861.6	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RAC2	5880	ENST00000249071	NM_002872.4	ENST00000249071	NM_002872.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RASA1	5921	ENST00000274376	NM_002890.2	ENST00000274376	NM_002890.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		Yes		2.0
RBM15	64783	ENST00000369784	NM_022768.4	ENST00000369784	NM_022768.4	3.0	Yes	Yes	Yes	No	No	No	Yes	No	Yes	1.0	Yes	fusion	Yes		1.0
RECQL	5965	ENST00000421138	NM_002907.3	ENST00000421138	NM_002907.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
RHEB	6009	ENST00000262187	NM_005614.3	ENST00000262187	NM_005614.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
RIT1	6016	ENST00000368323	NM_006912.5	ENST00000368323	NM_006912.5	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
RPS6KA4	8986	ENST00000334205	NM_003942.2	ENST00000334205	NM_003942.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RPS6KB2	6199	ENST00000312629	NM_003952.2	ENST00000312629	NM_003952.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RRAGC	64121	ENST00000373001	NM_022157.3	ENST00000373001	NM_022157.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RRAS	6237	ENST00000246792	NM_006270.3	ENST00000246792	NM_006270.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
RRAS2	22800	ENST00000256196	NM_012250.5	ENST00000256196	NM_012250.5	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
RTEL1	51750	ENST00000360203	NM_001283009.1	ENST00000360203	NM_001283009.1	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
RXRA	6256	ENST00000481739	NM_002957.4	ENST00000481739	NM_002957.4	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
RYBP	23429	ENST00000477973	NM_012234.5	ENST00000477973	NM_012234.5	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SESN1	27244	ENST00000436639	NM_014454.2	ENST00000436639	NM_014454.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SESN2	83667	ENST00000253063	NM_031459.4	ENST00000253063	NM_031459.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SESN3	143686	ENST00000536441	NM_144665.3	ENST00000536441	NM_144665.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SETDB1	9869	ENST00000271640	NM_001145415.1	ENST00000271640	NM_001145415.1	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No	2.0	Yes	oncogene	No		1.0
SH2D1A	4068	ENST00000371139	NM_002351.4	ENST00000371139	NM_002351.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SHOC2	8036	ENST00000369452	NM_007373.3	ENST00000369452	NM_007373.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
SHQ1	55164	ENST00000325599	NM_018130.2	ENST00000325599	NM_018130.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SLX4	84464	ENST00000294008	NM_032444.2	ENST00000294008	NM_032444.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SMARCE1	6605	ENST00000348513	NM_003079.4	ENST00000348513	NM_003079.4	3.0	Yes	Yes	Yes	Yes	No	No	No	No	Yes	1.0	Yes	TSG	No		1.0
SMC1A	8243	ENST00000322213	NM_006306.3	ENST00000322213	NM_006306.3	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No	2.0	Yes	TSG	No		1.0
SMC3	9126	ENST00000361804	NM_005445.3	ENST00000361804	NM_005445.3	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
SMYD3	64754	ENST00000388985	NM_001167740.1	ENST00000490107	NM_001167740.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
SOS1	6654	ENST00000402219	NM_005633.3	ENST00000402219	NM_005633.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
SOX17	64321	ENST00000297316	NM_022454.3	ENST00000297316	NM_022454.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SPRED1	161742	ENST00000299084	NM_152594.2	ENST00000299084	NM_152594.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
SS18	6760	ENST00000415083	NM_001007559.2	ENST00000415083	NM_001007559.2	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		1.0
STK19	8859	ENST00000375331	NM_004197.1	ENST00000375331	NM_004197.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
STK40	83931	ENST00000373129	NM_032017.1	ENST00000373129	NM_032017.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
TAL1	6886	ENST00000294339	NM_001287347.2	ENST00000294339	NM_001287347.2	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
TAP1	6890	ENST00000354258	NM_000593.5	ENST00000354258	NM_000593.5	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
TAP2	6891	ENST00000374899	NM_018833.2	ENST00000383119	NM_018833.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
TCL1A	8115	ENST00000402399	NM_001098725.1	ENST00000402399	NM_001098725.1	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
TFE3	7030	ENST00000315869	NM_006521.5	ENST00000315869	NM_006521.5	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
TGFBR1	7046	ENST00000374994	NM_004612.2	ENST00000374994	NM_004612.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
TLX1	3195	ENST00000370196	NM_005521.3	ENST00000370196	NM_005521.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
TLX3	30012	ENST00000296921	NM_021025.2	ENST00000296921	NM_021025.2	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
TP53BP1	7158	ENST00000382044	NM_001141980.1	ENST00000382044	NM_001141980.1	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		Yes		2.0
TRAF3	7187	ENST00000392745	NM_003300.3	ENST00000392745	NM_003300.3	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
TRAF5	7188	ENST00000261464	NM_001033910.2	ENST00000261464	NM_001033910.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
TYK2	7297	ENST00000264818	NM_003331.4	ENST00000264818	NM_003331.4	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		Yes		2.0
U2AF2	11338	ENST00000308924	NM_007279.2	ENST00000308924	NM_007279.2	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
UBR5	51366	ENST00000520539	NM_015902.5	ENST00000520539	NM_015902.5	3.0	Yes	Yes	No	No	Yes	No	No	No	Yes	1.0	Yes	oncogene	No		1.0
UPF1	5976	ENST00000262803	NM_002911.3	ENST00000262803	NM_002911.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
USP8	9101	ENST00000307179	NM_001128610.2	ENST00000307179	NM_001128610.2	3.0	Yes	Yes	No	Yes	No	No	No	No	Yes	1.0	Yes	oncogene	No		1.0
VTCN1	79679	ENST00000369458	NM_024626.3	ENST00000369458	NM_024626.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
XBP1	7494	ENST00000216037	NM_005080.3	ENST00000216037	NM_005080.3	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
XIAP	331	ENST00000355640	NM_001167.3	ENST00000355640	NM_001167.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
YAP1	10413	ENST00000282441	NM_001130145.2	ENST00000282441	NM_001130145.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
YES1	7525	ENST00000314574	NM_005433.3	ENST00000314574	NM_005433.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
ABI1	10006					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
ACTG1	71	ENST00000331925	NM_001199954.1	ENST00000573283	NM_001199954.1	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ACVR1B	91					2.0	No	No	No	No	No	Yes	No	Yes	No		No		No		
AFDN	4301					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
AFF1	4299					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
AFF4	27125					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
AGO1	26523	ENST00000373204	NM_012199.2	ENST00000373204	NM_012199.2	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
ALB	213	ENST00000295897	NM_000477.5	ENST00000295897	NM_000477.5	2.0	Yes	No	No	Yes	No	No	No	No	No		No		No		2.0
APLNR	187	ENST00000257254	NM_005161.4	ENST00000257254	NM_005161.4	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		No		2.0
ARFRP1	10139					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
ARHGAP26	23092					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
ARHGAP35	2909	ENST00000404338	NM_004491.4	ENST00000404338	NM_004491.4	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		Yes		2.0
ARHGEF12	23365					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
ARHGEF28	64283	ENST00000426542	NM_001177693.1	ENST00000426542	NM_001177693.1	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
ARID3A	1820	ENST00000263620	NM_005224.2	ENST00000263620	NM_005224.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ARID3B	10620	ENST00000346246	NM_001307939.1	ENST00000346246	NM_001307939.1	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
ARID3C	138715	ENST00000378909	NM_001017363.1	ENST00000378909	NM_001017363.1	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
ARID4A	5926	ENST00000355431	NM_002892.3	ENST00000355431	NM_002892.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ARID4B	51742	ENST00000264183	NM_001206794.1	ENST00000264183	NM_001206794.1	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ARID5A	10865	ENST00000357485	NM_212481.1	ENST00000357485	NM_212481.1	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
ARNT	405					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
ATIC	471					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
ATP6AP1	537	ENST00000369762	NM_001183.5	ENST00000369762	NM_001183.5	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
ATP6V1B2	526	ENST00000276390	NM_001693.3	ENST00000276390	NM_001693.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ATXN2	6311	ENST00000377617	NM_002973.3	ENST00000550104	NM_002973.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ATXN7	6314	ENST00000295900	NM_000333.3	ENST00000295900	NM_000333.3	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
BACH2	60468	ENST00000257749	NM_001170794.1	ENST00000257749	NM_001170794.1	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
BCL11A	53335					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
BCL2L2	599					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
BCL3	602					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
BCL7A	605					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
BTG2	7832					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
CAMTA1	23261					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
CARS1	833					2.0	No	No	No	No	No	No	Yes	No	Yes		No		No		
CBFA2T3	863					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	Yes		
CD22	933					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
CD28	940	ENST00000324106	NM_006139.3	ENST00000324106	NM_006139.3	2.0	Yes	Yes	No	No	Yes	No	No	No	No	2.0	Yes	oncogene	No		1.0
CD70	970					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
CD74	972					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	oncogene, fusion	No		
CDX2	1045					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	Yes		
CEP43	11116					2.0	No	No	No	No	No	No	Yes	No	Yes		No		No		
CLTC	1213					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
CLTCL1	8218					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
CMTR2	55783	ENST00000338099	NM_001099642.1	ENST00000338099	NM_001099642.1	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
CNTRL	11064					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
COL1A1	1277					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
CRBN	51185	ENST00000231948	NM_016302.3	ENST00000231948	NM_016302.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		Yes		2.0
CREB1	1385	ENST00000432329	NM_134442.3	ENST00000432329	NM_134442.3	2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
CREB3L1	90993					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
CREB3L2	64764					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
CTNNA1	1495					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
CTR9	9646	ENST00000361367	NM_014633.4	ENST00000361367	NM_014633.4	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
CYP19A1	1588	ENST00000260433	NM_000103.3	ENST00000396402	NM_000103.3	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
DDX10	1662					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
DDX6	1656					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
DNM2	1785					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG	No		
EBF1	1879					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
